id,interest_rate,internal_rating,maturity,dti_ratio,risk_free,yearly_payment
1940,7.2,A,3,26,1.72,2602.32
1941,23.74,D,5,16,1.72,5255.88
1942,6.66,A,3,26,1.72,1496.64
1943,30.92,HR,3,40,1.72,3915.96
1944,5.98,AA,3,10,1.72,2222.52
1945,6.51,AA,3,23,1.72,3733.32
1946,12.19,B,3,38,1.72,7814.88
1947,13.64,C,3,39,1.72,10346.76
1948,28.74,E,5,48,1.72,7615.68
1949,22.05,D,3,41,1.72,2324.16
1950,27.71,E,3,58,1.72,7514.64
1951,6.66,A,5,9,1.72,2619.12
1952,18.81,C,3,40,1.72,7599.84
1953,9.09,A,3,15,1.72,7754.28
1954,8.42,A,5,38,1.72,6911.04
1955,6.36,AA,3,17,1.72,5991.48
1956,8.35,A,5,23,1.72,2493.12
1957,18.81,C,5,38,1.72,6333.24
1958,7.51,A,3,13,1.72,3030.96
1959,24.74,D,5,31,1.72,4289.28
1960,30.25,HR,3,5,1.72,3882.48
1961,25.62,E,5,33,1.72,2545.92
1962,6.12,AA,5,7,1.72,3711.84
1963,8.42,A,5,18,1.72,7678.92
1964,11.59,B,5,11,1.72,2412.12
1965,6.51,AA,3,19,1.72,1493.28
1966,24.9,E,3,22,1.72,7242.72
1967,23.99,D,5,22,1.72,5282.16
1968,15.29,C,3,29,1.72,6354.12
1969,18.14,C,3,19,1.72,3085.08
1970,22.05,D,3,39,1.72,2788.92
1971,11.64,B,3,14,1.72,5416.56
1972,6.12,AA,3,30,1.72,4454.16
1973,6.51,AA,3,34,1.72,6719.88
1974,11.03,B,5,22,1.72,5183.64
1975,30.92,HR,5,21,1.72,3915.96
1976,8.06,A,3,11,1.72,3819.36
1977,8.7,A,5,11,1.72,5782.8
1978,5.13,AA,3,15,1.72,2377.56
1979,11.1,B,5,26,1.72,9363.96
1980,14.72,C,5,17,1.72,5800.68
1981,13.25,C,3,26,1.72,4115.88
1982,7.6,A,5,31,1.72,7403.28
1983,11.03,B,5,35,1.72,3987.48
1984,7.2,A,3,30,1.72,5657.16
1985,10.25,B,3,47,1.72,4723.32
1986,5.3,AA,5,28,1.72,2200.2
1987,9.81,B,3,24,1.72,9794.64
1988,11.03,B,3,19,1.72,797.52
1989,30.24,E,3,49,1.72,3974.28
1990,24.74,D,5,24,1.72,7227.36
1991,27.8,E,3,48,1.72,7523.4
1992,17.08,C,3,27,1.72,6104.88
1993,11.65,B,5,25,1.72,4063.32
1994,27.8,E,3,33,1.72,7523.4
1995,25.99,E,3,28,1.72,5495.28
1996,27.93,E,3,16,1.72,3766.2
1997,23.05,D,5,18,1.72,2355.6
1998,8.74,A,3,27,1.72,3471.72
1999,25.99,E,3,54,1.72,4898.4
2000,12.15,B,3,34,1.72,3039
2001,5.31,AA,5,16,1.72,5134.56
2002,30.53,HR,3,48,1.72,3896.4
2003,18.81,C,5,17,1.72,6333.24
2004,8.7,A,5,12,1.72,7710.36
2005,5.9,AA,5,25,1.72,739.92
2006,24.55,E,3,19,1.72,1424.4
2007,12.75,C,5,22,1.72,2329.44
2008,24.55,E,3,19,1.72,4806.12
2009,9.86,B,3,19,1.72,3920.64
2010,11.65,B,3,14,1.72,7241.52
2011,20.85,D,3,36,1.72,1006.2
2012,19.91,D,5,21,1.72,4515.48
2013,8.74,A,3,25,1.72,2700.24
2014,30.92,HR,3,23,1.72,2610.6
2015,12.19,B,3,28,1.72,5484.12
2016,30.28,HR,3,30,1.72,2589.36
2017,22.99,D,5,9,1.72,4707.36
2018,8.66,A,3,22,1.72,5779.44
2019,26.04,E,3,37,1.72,7352.4
2020,11.03,B,3,17,1.72,3189.96
2021,12.46,B,3,32,1.72,1627.92
2022,14.05,C,3,20,1.72,4162.8
2023,8.35,A,3,25,1.72,2301.36
2024,17.43,C,3,60,1.72,3997.92
2025,5.3,AA,3,40,1.72,4400.4
2026,6.49,A,3,27,1.72,3358.92
2027,6.12,AA,3,35,1.72,1484.76
2028,12.19,B,3,36,1.72,8108.52
2029,11.1,B,3,2,1.72,11974.32
2030,12.65,B,3,52,1.72,6121.44
2031,12.35,B,3,14,1.72,4063.56
2032,8.06,A,3,33,1.72,3819.36
2033,16.7,C,3,28,1.72,6048.36
2034,7.51,A,3,41,1.72,3788.64
2035,15.59,C,3,14,1.72,2955.96
2036,15.93,C,3,16,1.72,4466.64
2037,16.61,C,5,16,1.72,6043.56
2038,12.15,B,5,40,1.72,5479.2
2039,16.22,C,3,28,1.72,5149.8
2040,10.2,B,3,18,1.72,5242.2
2041,17.78,C,3,21,1.72,7126.2
2042,15.18,C,5,28,1.72,8459.04
2043,15.4,C,3,54,1.72,10606.44
2044,12.19,B,5,20,1.72,4113.12
2045,19.91,D,5,46,1.72,9934.08
2046,11.36,B,5,29,1.72,4575.12
2047,24.99,D,3,22,1.72,7251.36
2048,23.74,D,3,38,1.72,5606.28
2049,13.8,C,5,30,1.72,8296.2
2050,24.9,E,3,24,1.72,7242.72
2051,20.66,D,3,34,1.72,6977.16
2052,6.12,AA,3,34,1.72,5567.76
2053,12.71,C,3,35,1.72,4901.28
2054,9.1,B,5,13,1.72,1277.76
2055,10.98,B,5,21,1.72,1195.32
2056,16.7,C,5,22,1.72,6480.36
2057,6.36,AA,3,19,1.72,5587.56
2058,6.51,AA,3,39,1.72,7466.64
2059,16.06,C,5,12,1.72,4281.96
2060,10.98,B,3,20,1.72,1593.84
2061,18.28,D,3,42,1.72,1878.84
2062,4.32,AA,3,22,1.72,4336.2
2063,12.65,B,3,20,1.72,12242.88
2064,18.73,D,3,21,1.72,4443.12
2065,17.61,D,3,32,1.72,6174.36
2066,10.3,B,5,35,1.72,3590.64
2067,6.2,A,3,26,1.72,2043.96
2068,11.65,B,3,21,1.72,6772.32
2069,12.75,C,3,25,1.72,4904.16
2070,22.1,D,5,32,1.72,4677.84
2071,9.86,B,3,22,1.72,2600.76
2072,12.75,C,5,14,1.72,14303.64
2073,6.51,AA,5,8,1.72,3733.32
2074,4.32,AA,3,18,1.72,5420.64
2075,23.99,D,3,51,1.72,954.12
2076,13.69,C,3,22,1.72,5103.6
2077,10.3,B,3,14,1.72,9194.76
2078,5.98,AA,5,40,1.72,3704.16
2079,7.51,A,3,37,1.72,13260.36
2080,30.82,HR,5,32,1.72,3910.92
2081,5.9,AA,5,27,1.72,5549.64
2082,26.75,HR,3,38,1.72,3710.52
2083,9.09,A,5,30,1.72,5815.68
2084,19.91,D,3,14,1.72,8353.56
2085,8.7,A,5,12,1.72,9637.92
2086,8.7,A,3,20,1.72,3855.24
2087,11.31,B,3,17,1.72,2001.72
2088,30.92,HR,3,24,1.72,2088.48
2089,12.65,B,3,20,1.72,4080.96
2090,27.48,HR,3,49,1.72,1997.88
2091,8.06,A,3,14,1.72,4583.16
2092,8.38,A,3,15,1.72,1918.56
2093,30.24,E,3,37,1.72,1192.32
2094,10.5,B,5,13,1.72,7914.24
2095,13.46,C,3,15,1.72,4128.12
2096,6.91,A,3,46,1.72,6759.72
2097,20.61,D,3,34,1.72,9863.16
2098,24.74,D,5,47,1.72,7227.36
2099,14.72,C,5,23,1.72,2030.28
2100,16.04,C,3,17,1.72,1113
2101,13.14,C,3,17,1.72,4201.32
2102,10.54,B,3,20,1.72,3563.52
2103,30.92,HR,5,53,1.72,3915.96
2104,30.28,HR,3,44,1.72,2071.44
2105,7.51,A,3,41,1.72,13260.36
2106,15.77,C,3,11,1.72,5117.52
2107,12.75,C,5,21,1.72,3269.4
2108,24.99,D,3,34,1.72,7184.28
2109,6.51,AA,3,29,1.72,7466.64
2110,19.91,D,3,27,1.72,6480.72
2111,17.61,D,3,32,1.72,8750.16
2112,8.06,A,3,12,1.72,8730.72
2113,17.69,C,5,15,1.72,7731.12
2114,11.03,B,3,9,1.72,4273.8
2115,5.76,AA,3,19,1.72,4061.28
2116,4.32,AA,3,14,1.72,3433.08
2117,5.9,AA,3,20,1.72,7399.56
2118,11,B,3,12,1.72,3587.16
2119,18.81,C,3,59,1.72,6333.24
2120,9.17,A,3,39,1.72,5822.52
2121,4.7,AA,5,25,1.72,12720.24
2122,13.64,C,3,8,1.72,6208.08
2123,7.8,A,3,23,1.72,13316.88
2124,27.8,E,5,29,1.72,7523.4
2125,12.19,B,3,20,1.72,9597.24
2126,22.1,D,3,22,1.72,5084.64
2127,14.41,C,5,51,1.72,4926
2128,4.32,AA,3,25,1.72,5420.64
2129,5.9,AA,3,7,1.72,3699.72
2130,6.12,AA,3,18,1.72,2783.88
2131,17.78,C,3,17,1.72,1673.16
2132,17.78,C,3,49,1.72,8770.8
2133,15.18,C,5,41,1.72,4687.44
2134,15.59,C,5,34,1.72,14888.64
2135,18.99,C,3,13,1.72,3591.84
2136,9.49,B,5,41,1.72,5849.64
2137,12.65,B,3,36,1.72,6095.04
2138,8.66,A,3,57,1.72,6549.96
2139,15.93,C,3,18,1.72,4466.64
2140,5.13,AA,3,7,1.72,1828.8
2141,10.98,B,3,7,1.72,1593.84
2142,18.24,C,3,33,1.72,4380.24
2143,19.95,D,5,8,1.72,1978.2
2144,30.53,HR,5,37,1.72,3896.4
2145,10.7,B,3,19,1.72,7937.04
2146,8.7,A,3,13,1.72,2698.68
2147,11.36,B,3,18,1.72,7812.48
2148,9.81,B,5,19,1.72,2597.76
2149,9.47,A,3,43,1.72,4678.32
2150,17.6,C,3,9,1.72,6790.32
2151,12.15,B,5,3,1.72,4109.4
2152,14.93,C,5,15,1.72,1456.8
2153,30.92,HR,3,19,1.72,3915.96
2154,15.4,C,5,38,1.72,6363.84
2155,25.59,E,3,36,1.72,5452.32
2156,11.36,B,5,22,1.72,9419.28
2157,10.7,B,3,30,1.72,2778
2158,8.06,A,3,14,1.72,4583.16
2159,6.51,AA,3,17,1.72,2575.92
2160,13.14,C,3,19,1.72,8218.92
2161,19.95,D,5,46,1.72,5421.48
2162,27.8,E,5,37,1.72,5015.64
2163,17.8,D,5,23,1.72,6199.32
2164,15.3,C,3,28,1.72,10591.56
2165,30.92,HR,3,50,1.72,3341.52
2166,20.66,D,3,11,1.72,4936.68
2167,5.9,AA,3,36,1.72,7029.6
2168,19.43,D,5,26,1.72,9624.12
2169,12.15,B,3,22,1.72,8218.8
2170,10.15,B,5,13,1.72,1963.56
2171,15.29,C,3,15,1.72,4236
2172,30.53,HR,5,42,1.72,2597.64
2173,5.3,AA,5,24,1.72,5500.44
2174,8.66,A,3,27,1.72,13485.24
2175,6.36,AA,5,28,1.72,3725.04
2176,8.35,A,3,12,1.72,1419.12
2177,24.9,E,3,22,1.72,7242.72
2178,15.72,C,3,30,1.72,8299.92
2179,30.92,HR,5,36,1.72,3915.96
2180,14.8,C,3,25,1.72,4206.96
2181,7.51,A,3,16,1.72,1894.32
2182,8.06,A,3,18,1.72,4965.12
2183,23.99,D,5,19,1.72,9064.08
2184,22.1,D,5,17,1.72,1864.32
2185,8.66,A,3,11,1.72,3082.32
2186,6.74,A,3,47,1.72,3746.04
2187,8.35,A,5,30,1.72,2301.36
2188,12.75,C,3,22,1.72,4164.96
2189,19.43,D,3,47,1.72,5774.52
2190,6.9,A,3,14,1.72,1126.44
2191,9.49,B,3,20,1.72,4679.64
2192,21.42,D,3,42,1.72,4148.04
2193,23.05,D,3,42,1.72,5182.2
2194,29.49,E,5,23,1.72,3918.6
2195,6.5,AA,5,25,1.72,7465.44
2196,8.66,A,5,36,1.72,3852.96
2197,16.45,C,3,24,1.72,2583.12
2198,25.62,E,3,30,1.72,7311.84
2199,7.2,A,3,14,1.72,3771.48
2200,8.35,A,3,14,1.72,6278.64
2201,14.45,C,3,55,1.72,7535.4
2202,8.06,A,3,24,1.72,7638.6
2203,30.24,E,5,36,1.72,1589.76
2204,22.1,D,3,36,1.72,10135.32
2205,13.69,C,5,44,1.72,3313.32
2206,16.61,C,5,25,1.72,7680.48
2207,30.92,HR,5,35,1.72,3132.72
2208,10.7,B,5,10,1.72,2976.36
2209,22.1,D,3,8,1.72,1395.48
2210,12.15,B,3,52,1.72,2025.96
2211,13.14,C,3,31,1.72,3361.08
2212,26.99,E,3,21,1.72,3735.6
2213,12.15,B,3,40,1.72,4051.92
2214,30.92,HR,5,41,1.72,3915.96
2215,5.13,AA,5,14,1.72,1828.8
2216,9.09,A,3,38,1.72,5815.68
2217,17.6,C,5,21,1.72,12729.72
2218,12.75,C,3,14,1.72,12260.28
2219,11.36,B,3,23,1.72,12019.2
2220,8.8,A,3,18,1.72,2432.28
2221,18.28,D,3,20,1.72,11039.28
2222,17.6,C,5,19,1.72,3086.52
2223,6.2,A,5,19,1.72,5574.36
2224,20.54,D,3,22,1.72,1821.72
2225,15.72,C,3,26,1.72,6392.4
2226,26.99,E,3,21,1.72,2977.8
2227,5.44,AA,3,14,1.72,3307.2
2228,29.49,E,3,31,1.72,5126.4
2229,18.24,C,5,30,1.72,3128.76
2230,24.99,D,5,42,1.72,7251.36
2231,8.38,A,3,28,1.72,5755.8
2232,5.44,AA,3,15,1.72,1837.32
2233,20.54,D,3,51,1.72,6558.24
2234,30.24,E,3,37,1.72,1589.76
2235,8.8,A,3,38,1.72,4632.96
2236,13.97,C,3,50,1.72,3534.36
2237,11.36,B,3,35,1.72,1602.6
2238,30.24,E,5,4,1.72,3974.28
2239,11.36,B,3,46,1.72,14022.36
2240,13.64,C,3,32,1.72,6208.08
2241,25.62,E,3,12,1.72,2909.64
2242,30.92,HR,3,23,1.72,3864.24
2243,17.6,C,3,57,1.72,5249.4
2244,11.1,B,5,17,1.72,2394.84
2245,13.25,C,5,14,1.72,4492.44
2246,26.99,E,5,44,1.72,7444.44
2247,27.93,E,3,24,1.72,1507.2
2248,13.25,C,3,21,1.72,6173.88
2249,30.92,HR,5,11,1.72,3915.96
2250,9.09,A,3,22,1.72,3877.08
2251,6.51,AA,3,28,1.72,3360
2252,8.35,A,3,14,1.72,4602.6
2253,10.7,B,3,20,1.72,4762.2
2254,14.8,C,5,40,1.72,5229.72
2255,9.09,A,3,18,1.72,13569.96
2256,17.69,C,3,32,1.72,3092.4
2257,8.66,A,3,45,1.72,13485.24
2258,9.1,B,5,31,1.72,3877.68
2259,23.05,D,5,38,1.72,8479.92
2260,5.98,AA,5,42,1.72,3704.16
2261,10.15,B,3,49,1.72,7874.4
2262,8.35,A,3,40,1.72,7671.12
2263,19.91,D,3,30,1.72,3240.36
2264,8.85,A,3,32,1.72,5795.4
2265,21.48,D,5,22,1.72,8367.72
2266,7.96,A,3,12,1.72,2288.28
2267,8.66,A,3,27,1.72,5059.2
2268,7.6,A,3,11,1.72,3793.68
2269,6.66,A,3,12,1.72,5238.6
2270,15.4,C,3,29,1.72,2121.24
2271,30.25,HR,3,24,1.72,2329.56
2272,9.86,B,5,30,1.72,4161.12
2273,21.48,D,5,4,1.72,3347.16
2274,8.66,A,3,36,1.72,3082.32
2275,13.43,C,5,17,1.72,4228.56
2276,24.08,E,3,17,1.72,4586.16
2277,23.99,D,5,29,1.72,11926.32
2278,19.43,D,3,33,1.72,3208.08
2279,23.99,D,5,39,1.72,8803.68
2280,13.75,C,5,24,1.72,3406.92
2281,22.99,D,5,17,1.72,10354.32
2282,9.09,A,3,17,1.72,3877.08
2283,11.59,B,3,16,1.72,6029.4
2284,9.47,A,5,20,1.72,2826.48
2285,29.88,HR,3,35,1.72,3864.12
2286,24.99,D,3,33,1.72,4834.2
2287,8.74,A,5,17,1.72,5786.16
2288,14.69,C,3,49,1.72,1260.12
2289,5.44,AA,3,25,1.72,2572.2
2290,16.22,C,5,28,1.72,10728.72
2291,29.38,E,5,53,1.72,3910.44
2292,21.42,D,3,32,1.72,5014.44
2293,20.85,D,5,33,1.72,5947.32
2294,12.65,B,3,25,1.72,5540.88
2295,22.1,D,3,24,1.72,13954.32
2296,6.51,AA,3,25,1.72,4479.96
2297,26.99,E,5,24,1.72,6203.76
2298,12.65,B,3,35,1.72,1662.24
2299,5.44,AA,5,16,1.72,7349.16
2300,7.6,A,3,30,1.72,5690.52
2301,19.91,D,5,42,1.72,6464.52
2302,7.6,A,3,21,1.72,4935.6
2303,12.15,B,5,48,1.72,4051.92
2304,8.66,A,3,14,1.72,2504.4
2305,18.73,D,3,44,1.72,4741.92
2306,8.7,A,3,12,1.72,3084.12
2307,15.4,C,3,15,1.72,2355
2308,22.44,E,5,24,1.72,7009.08
2309,4.32,AA,3,10,1.72,4697.88
2310,5,AA,3,15,1.72,1460.28
2311,6.9,A,3,5,1.72,1213.68
2312,30.92,HR,3,20,1.72,3915.96
2313,6.2,A,3,22,1.72,5574.36
2314,22.99,D,3,11,1.72,1380.6
2315,27.71,E,3,24,1.72,5009.76
2316,17.08,C,3,38,1.72,7631.04
2317,19.95,D,3,30,1.72,1945.8
2318,30.28,HR,3,29,1.72,3884.04
2319,7.6,A,5,34,1.72,4935.6
2320,7.4,A,5,12,1.72,5673.84
2321,12.75,C,3,14,1.72,6130.08
2322,30.24,E,5,25,1.72,4173
2323,13.46,C,3,65,1.72,6192.24
2324,13.8,C,3,21,1.72,2842.2
2325,5.3,AA,3,8,1.72,3666.96
2326,19.13,D,5,58,1.72,3825.6
2327,15.29,C,5,46,1.72,2349.36
2328,9.49,B,3,20,1.72,5849.64
2329,18.99,C,3,34,1.72,4767.84
2330,30.53,HR,3,46,1.72,1039.08
2331,24.74,D,3,46,1.72,7148.76
2332,8.7,A,3,37,1.72,2891.4
2333,23.74,D,3,32,1.72,2852.76
2334,25.31,E,5,15,1.72,3641.04
2335,5.44,AA,3,17,1.72,5511.96
2336,11.65,B,5,11,1.72,1760.76
2337,9.81,B,5,14,1.72,1175.4
2338,7.96,A,3,21,1.72,4230.72
2339,30.92,HR,5,48,1.72,2871.72
2340,22.99,D,3,41,1.72,4707.36
2341,11.3,B,5,27,1.72,10807.92
2342,22.05,D,5,23,1.72,4402.2
2343,29.49,E,3,54,1.72,7689.72
2344,5.9,AA,5,48,1.72,5549.64
2345,19.99,D,3,13,1.72,1356.12
2346,6.74,A,3,24,1.72,4495.2
2347,17.69,C,3,21,1.72,9277.32
2348,22.1,D,3,60,1.72,7907.4
2349,9.09,A,3,27,1.72,775.44
2350,11.8,B,3,20,1.72,2015.88
2351,11,B,3,33,1.72,1992.84
2352,11.36,B,5,27,1.72,6009.6
2353,30.53,HR,3,27,1.72,3896.4
2354,8.06,A,3,46,1.72,7638.6
2355,19.95,D,3,32,1.72,7134.72
2356,4.7,AA,3,22,1.72,4361.16
2357,10.3,B,3,20,1.72,5918.52
2358,25.99,E,5,17,1.72,5495.28
2359,18.24,C,3,19,1.72,7821.84
2360,5.9,AA,3,29,1.72,5549.64
2361,20.85,D,5,16,1.72,5848.2
2362,6.91,A,3,30,1.72,6008.64
2363,19.13,D,3,23,1.72,4781.88
2364,5.9,AA,3,24,1.72,7399.56
2365,5.44,AA,3,20,1.72,3490.92
2366,24.99,D,3,41,1.72,2417.16
2367,22.05,D,3,41,1.72,8465.76
2368,15.72,C,5,33,1.72,2816.04
2369,8.7,A,3,15,1.72,4626.24
2370,6.66,A,3,34,1.72,5612.4
2371,15.93,C,3,25,1.72,3205.56
2372,14.12,C,5,32,1.72,2083.44
2373,5.44,AA,5,30,1.72,5511.96
2374,24.9,E,5,28,1.72,4828.44
2375,16.36,C,3,35,1.72,10519.56
2376,24.99,D,3,14,1.72,12085.56
2377,5.13,AA,3,16,1.72,5120.76
2378,9.09,A,3,18,1.72,3877.08
2379,10.59,B,5,21,1.72,3169.8
2380,6.51,AA,3,53,1.72,4479.96
2381,23.74,D,3,44,1.72,950.88
2382,7.51,A,3,46,1.72,11366.04
2383,14.8,C,5,19,1.72,6973.08
2384,18.81,C,5,23,1.72,9499.8
2385,30.92,HR,3,14,1.72,1566.36
2386,7.8,A,3,27,1.72,2416.08
2387,9.87,B,5,17,1.72,5881.92
2388,20.61,D,5,49,1.72,13676.04
2389,18.24,C,3,32,1.72,1500.48
2390,10.59,B,3,14,1.72,3966.84
2391,13.75,C,3,35,1.72,5678.16
2392,9.17,A,3,24,1.72,4657.92
2393,14.05,C,5,19,1.72,2857.92
2394,9.47,A,3,7,1.72,4123.92
2395,22.05,D,3,13,1.72,3386.28
2396,11.1,B,3,36,1.72,3592.32
2397,11.8,B,5,29,1.72,7257.12
2398,12.65,B,3,33,1.72,5540.88
2399,9.1,B,5,14,1.72,8944.44
2400,24.99,D,3,29,1.72,7203
2401,6.51,AA,3,18,1.72,2986.68
2402,8.38,A,5,13,1.72,5755.8
2403,10.3,B,3,27,1.72,9194.76
2404,12.65,B,5,23,1.72,3672.84
2405,8.35,A,5,23,1.72,5753.28
2406,26.99,E,5,39,1.72,5603.4
2407,13.8,C,3,31,1.72,3318.48
2408,15.77,C,3,11,1.72,4264.56
2409,30.92,HR,5,27,1.72,3915.96
2410,8.7,A,3,14,1.72,4626.24
2411,27.8,E,3,29,1.72,5691.6
2412,8.85,A,5,19,1.72,3284.04
2413,23.88,E,5,40,1.72,7145.4
2414,12.71,C,3,16,1.72,4161.24
2415,6.5,AA,5,32,1.72,13064.64
2416,7.51,A,3,17,1.72,5682.96
2417,25.99,E,3,35,1.72,2939.04
2418,24.99,D,5,29,1.72,12085.56
2419,22.1,D,3,38,1.72,8372.52
2420,30.92,HR,3,33,1.72,3915.96
2421,11.64,B,5,25,1.72,4022.52
2422,12.75,C,5,9,1.72,1634.76
2423,26.99,E,3,59,1.72,1985.16
2424,18.73,D,3,5,1.72,4443.12
2425,24.99,D,3,38,1.72,10776.48
2426,22.1,D,3,41,1.72,4186.32
2427,8.7,A,3,32,1.72,5782.8
2428,18.73,D,3,28,1.72,8886.24
2429,20.66,D,5,39,1.72,2698.68
2430,15.59,C,3,39,1.72,7892.28
2431,12.19,B,5,20,1.72,4113.12
2432,7.8,A,3,23,1.72,4185.24
2433,6.91,A,3,26,1.72,7135.2
2434,11.03,B,3,9,1.72,3987.48
2435,14.45,C,5,10,1.72,6279.48
2436,5.31,AA,3,8,1.72,1100.28
2437,18.99,C,5,31,1.72,1907.16
2438,13.25,C,3,29,1.72,982.68
2439,8.8,A,3,32,1.72,4568.16
2440,17.15,C,3,52,1.72,6114
2441,30.92,HR,5,17,1.72,3915.96
2442,6.5,AA,5,12,1.72,1755.6
2443,22.1,D,3,53,1.72,13954.32
2444,18.24,C,5,46,1.72,8826.6
2445,7.96,A,3,20,1.72,4652.76
2446,5.44,AA,3,9,1.72,5199.6
2447,13.97,C,3,54,1.72,10395.24
2448,18.28,D,3,13,1.72,3090.96
2449,21.48,D,3,23,1.72,6694.2
2450,16.35,C,5,30,1.72,4507.44
2451,12.65,B,3,24,1.72,4155.72
2452,15.59,C,5,53,1.72,8507.76
2453,18.28,D,3,19,1.72,3131.4
2454,20.66,D,5,38,1.72,5839.08
2455,12.75,C,3,38,1.72,2860.68
2456,6.66,A,3,32,1.72,3741.6
2457,10.54,B,3,23,1.72,7918.8
2458,5.98,AA,3,31,1.72,5926.68
2459,22.99,D,5,41,1.72,2416.08
2460,8.8,A,5,37,1.72,3806.76
2461,10.59,B,3,24,1.72,5289.12
2462,15.4,C,3,29,1.72,1400.04
2463,17.8,D,3,12,1.72,4386.6
2464,16.45,C,5,16,1.72,1806.84
2465,13.75,C,3,27,1.72,1243.56
2466,11.65,B,3,24,1.72,3097.8
2467,19.99,D,5,24,1.72,3894.84
2468,10.25,B,3,14,1.72,5914.32
2469,22.99,D,3,42,1.72,4471.92
2470,11.28,B,5,20,1.72,4029.48
2471,30.82,HR,3,25,1.72,2607.24
2472,8.06,A,3,33,1.72,7638.6
2473,11.64,B,5,21,1.72,3249.96
2474,15.3,C,5,26,1.72,6354.96
2475,15.77,C,3,40,1.72,3411.72
2476,8.66,A,3,28,1.72,4238.28
2477,8.38,A,3,29,1.72,7674.48
2478,18.24,C,3,51,1.72,1986
2479,27.8,E,5,53,1.72,7523.4
2480,11.65,B,3,50,1.72,5607.48
2481,6.51,AA,3,19,1.72,2986.68
2482,6.51,AA,3,13,1.72,6346.56
2483,11.64,B,3,16,1.72,2011.2
2484,10.5,B,3,31,1.72,4432.32
2485,9.43,A,5,29,1.72,4285.92
2486,30.25,HR,5,37,1.72,3882.48
2487,20.61,D,5,30,1.72,4558.68
2488,8.42,A,5,15,1.72,3773.28
2489,22.05,D,3,42,1.72,10158.96
2490,8.8,A,5,11,1.72,2320.32
2491,6.12,AA,3,43,1.72,4380
2492,23.99,D,3,44,1.72,4770.6
2493,30.92,HR,3,26,1.72,2088.48
2494,6.91,A,3,19,1.72,5633.04
2495,6.9,A,3,24,1.72,3754.8
2496,13.8,C,3,18,1.72,9095.04
2497,18.73,D,5,31,1.72,10219.2
2498,7.51,A,3,37,1.72,5682.96
2499,24.74,D,3,42,1.72,10008.36
2500,15.29,C,3,27,1.72,6354.12
2501,30.82,HR,3,35,1.72,3910.92
2502,17.23,C,3,20,1.72,4593.36
2503,14.12,C,5,48,1.72,7500.36
2504,14.93,C,5,40,1.72,3371.76
2505,6.51,AA,3,33,1.72,1045.32
2506,7.51,A,5,27,1.72,7577.28
2507,7.51,A,5,11,1.72,3788.64
2508,23.88,E,3,51,1.72,5716.32
2509,22.05,D,5,5,1.72,5079.48
2510,8.7,A,5,10,1.72,1542.12
2511,8.66,A,3,28,1.72,3275.04
2512,19.99,D,3,28,1.72,6491.4
2513,29.49,E,5,33,1.72,3918.6
2514,10.3,B,5,20,1.72,7382.04
2515,15.72,C,3,25,1.72,3409.32
2516,8.7,A,5,33,1.72,8558.52
2517,19.43,D,3,21,1.72,2566.44
2518,10.2,B,5,23,1.72,3152.04
2519,27.8,E,3,54,1.72,7523.4
2520,16.04,C,3,37,1.72,6566.76
2521,13.43,C,5,22,1.72,4126.44
2522,29.38,E,3,23,1.72,5119.2
2523,9.43,A,3,24,1.72,3896.28
2524,11,B,3,16,1.72,4804.8
2525,30.24,E,5,21,1.72,3974.28
2526,18.73,D,3,25,1.72,1777.2
2527,20.85,D,3,18,1.72,11433.84
2528,7.6,A,3,29,1.72,13277.88
2529,8.66,A,3,6,1.72,2311.8
2530,7.2,A,3,23,1.72,4718.16
2531,26.2,E,3,22,1.72,3310.68
2532,24.99,D,3,29,1.72,9668.52
2533,4.32,AA,3,11,1.72,5059.32
2534,15.77,C,3,32,1.72,3561
2535,25.62,E,3,50,1.72,3655.92
2536,19.99,D,3,16,1.72,5842.32
2537,18.24,C,5,45,1.72,11033.28
2538,16.55,C,5,38,1.72,5432.28
2539,4.7,AA,3,21,1.72,1882.92
2540,9.76,B,5,24,1.72,2740.56
2541,8.7,A,3,43,1.72,3855.24
2542,6.74,A,3,32,1.72,6742.8
2543,6.9,A,3,12,1.72,5632.2
2544,30.92,HR,3,39,1.72,3915.96
2545,30.92,HR,3,32,1.72,2088.48
2546,30.92,HR,3,41,1.72,2088.48
2547,4.32,AA,5,31,1.72,5420.64
2548,5.13,AA,5,15,1.72,3657.72
2549,22.99,D,3,9,1.72,2353.68
2550,22.99,D,3,32,1.72,5177.16
2551,9.86,B,5,38,1.72,3920.64
2552,16.45,C,3,7,1.72,2583.12
2553,27.71,E,3,48,1.72,5681.76
2554,12.19,B,5,33,1.72,8108.52
2555,18.14,C,3,52,1.72,2203.56
2556,8.66,A,3,39,1.72,4623.48
2557,18.73,D,3,50,1.72,3793.56
2558,14.8,C,3,37,1.72,3486.48
2559,17.69,C,5,17,1.72,5566.32
2560,21.42,D,5,15,1.72,5348.76
2561,5.6,AA,3,31,1.72,1841.64
2562,5.9,AA,3,18,1.72,8296.68
2563,9.47,A,5,23,1.72,3313.8
2564,11.65,B,3,28,1.72,5959.56
2565,5.9,AA,3,19,1.72,5549.64
2566,30.53,HR,5,24,1.72,2078.16
2567,13.25,C,3,19,1.72,2058
2568,11.59,B,3,18,1.72,2570.04
2569,6.91,A,3,29,1.72,5633.04
2570,30.53,HR,5,15,1.72,3896.4
